	reporter	partner	transport	Tradelane	year	FLOW	cargo	KG	EUR	ExIm
162	AT	BY	Air	AT-BY	2021	2	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	27	702	Export
163	AT	BY	Air	AT-BY	2021	2	56 - WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF	2	416	Export
164	AT	BY	Air	AT-BY	2021	2	65 - HEADGEAR AND PARTS THEREOF	1	278	Export
165	AT	BY	Air	AT-BY	2021	2	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	8126	1132340	Export
166	AT	BY	Air	AT-BY	2021	2	9 - COFFEE, TEA, MATÉ AND SPICES	0	4	Export
167	AT	BY	Air	AT-BY	2021	2	 12 - OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER	102	139	Export
168	AT	BY	Air	AT-BY	2021	2	 18 - COCOA AND COCOA PREPARATIONS	6	1693	Export
169	AT	BY	Air	AT-BY	2021	2	 19 - PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS' PRODUCTS	1	50	Export
170	AT	BY	Air	AT-BY	2021	2	 21 - MISCELLANEOUS EDIBLE PREPARATIONS	48	280	Export
171	AT	BY	Air	AT-BY	2021	2	 22 - BEVERAGES, SPIRITS AND VINEGAR	14	61	Export
172	AT	BY	Air	AT-BY	2021	2	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	5	289	Export
173	AT	BY	Air	AT-BY	2021	2	 28 - INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES	31	1573	Export
174	AT	BY	Air	AT-BY	2021	2	 29 - ORGANIC CHEMICALS	64	15057	Export
175	AT	BY	Air	AT-BY	2021	2	 30 - PHARMACEUTICAL PRODUCTS	3483	457533	Export
176	AT	BY	Air	AT-BY	2021	2	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	61	3750	Export
177	AT	BY	Air	AT-BY	2021	2	 33 - ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS	71	17844	Export
178	AT	BY	Air	AT-BY	2021	2	 34 - SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER	23	10993	Export
179	AT	BY	Air	AT-BY	2021	2	 35 - ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES	10	651	Export
180	AT	BY	Air	AT-BY	2021	2	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	1141	130531	Export
181	AT	BY	Air	AT-BY	2021	2	 39 - PLASTICS AND ARTICLES THEREOF	645	52660	Export
182	AT	BY	Air	AT-BY	2021	2	 4 - DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	0	21	Export
183	AT	BY	Air	AT-BY	2021	2	 40 - RUBBER AND ARTICLES THEREOF	886	58797	Export
184	AT	BY	Air	AT-BY	2021	2	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	49	583	Export
185	AT	BY	Air	AT-BY	2021	2	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	38	45	Export
186	AT	BY	Air	AT-BY	2021	2	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	85	4448	Export
187	AT	BY	Air	AT-BY	2021	2	 57 - CARPETS AND OTHER TEXTILE FLOOR COVERINGS	0	78	Export
188	AT	BY	Air	AT-BY	2021	2	 58 - SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY	14	1070	Export
189	AT	BY	Air	AT-BY	2021	2	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	15	2448	Export
190	AT	BY	Air	AT-BY	2021	2	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	6	3614	Export
191	AT	BY	Air	AT-BY	2021	2	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	12	2239	Export
192	AT	BY	Air	AT-BY	2021	2	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	12	1317	Export
193	AT	BY	Air	AT-BY	2021	2	 64 - FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES	14	3752	Export
194	AT	BY	Air	AT-BY	2021	2	 66 - UMBRELLAS, SUN UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF	0	37	Export
195	AT	BY	Air	AT-BY	2021	2	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	12	29888	Export
196	AT	BY	Air	AT-BY	2021	2	 69 - CERAMIC PRODUCTS	136	21091	Export
197	AT	BY	Air	AT-BY	2021	2	 7 - EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS	3	83	Export
198	AT	BY	Air	AT-BY	2021	2	 70 - GLASS AND GLASSWARE	25	2306	Export
199	AT	BY	Air	AT-BY	2021	2	 71 - NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN	37	4045	Export
200	AT	BY	Air	AT-BY	2021	2	 73 - ARTICLES OF IRON OR STEEL	188	14501	Export
201	AT	BY	Air	AT-BY	2021	2	 74 - COPPER AND ARTICLES THEREOF	106	14041	Export
202	AT	BY	Air	AT-BY	2021	2	 76 - ALUMINIUM AND ARTICLES THEREOF	1	409	Export
203	AT	BY	Air	AT-BY	2021	2	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	8782	1188053	Export
204	AT	BY	Air	AT-BY	2021	2	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	61	6578	Export
205	AT	BY	Air	AT-BY	2021	2	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	1473	525693	Export
206	AT	BY	Air	AT-BY	2021	2	 86 - RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS	65	1795	Export
207	AT	BY	Air	AT-BY	2021	2	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	1622	73187	Export
208	AT	BY	Air	AT-BY	2021	2	 88 - AIRCRAFT, SPACECRAFT, AND PARTS THEREOF	4	4198	Export
209	AT	BY	Air	AT-BY	2021	2	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	1254	798918	Export
210	AT	BY	Air	AT-BY	2021	2	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	75	27002	Export
211	AT	BY	Air	AT-BY	2021	2	 92 - MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES	18	43146	Export
212	AT	BY	Air	AT-BY	2021	2	 93 - ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF	1	20	Export
213	AT	BY	Air	AT-BY	2021	2	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	53	2471	Export
214	AT	BY	Air	AT-BY	2021	2	 95 - TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF	22	2560	Export
215	AT	BY	Air	AT-BY	2021	2	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	215	3449	Export
216	AT	BY	Air	AT-BY	2021	2	 97 - WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES	1	336	Export
217	AT	BY	Air	AT-BY	2022	2	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	142	4091	Export
218	AT	BY	Air	AT-BY	2022	2	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	1046	249079	Export
219	AT	BY	Air	AT-BY	2022	2	 21 - MISCELLANEOUS EDIBLE PREPARATIONS	5	64	Export
220	AT	BY	Air	AT-BY	2022	2	 22 - BEVERAGES, SPIRITS AND VINEGAR	3	2	Export
221	AT	BY	Air	AT-BY	2022	2	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	65	2101	Export
222	AT	BY	Air	AT-BY	2022	2	 28 - INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES	1	120	Export
223	AT	BY	Air	AT-BY	2022	2	 29 - ORGANIC CHEMICALS	4	624	Export
224	AT	BY	Air	AT-BY	2022	2	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	0	204	Export
225	AT	BY	Air	AT-BY	2022	2	 33 - ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS	1	150	Export
226	AT	BY	Air	AT-BY	2022	2	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	916	141689	Export
227	AT	BY	Air	AT-BY	2022	2	 39 - PLASTICS AND ARTICLES THEREOF	438	17320	Export
228	AT	BY	Air	AT-BY	2022	2	 40 - RUBBER AND ARTICLES THEREOF	107	2532	Export
229	AT	BY	Air	AT-BY	2022	2	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	4	1699	Export
230	AT	BY	Air	AT-BY	2022	2	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	3	7	Export
231	AT	BY	Air	AT-BY	2022	2	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	131	2258	Export
232	AT	BY	Air	AT-BY	2022	2	 5 - PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	1	7500	Export
233	AT	BY	Air	AT-BY	2022	2	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	0	412	Export
234	AT	BY	Air	AT-BY	2022	2	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	0	383	Export
235	AT	BY	Air	AT-BY	2022	2	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	0	1326	Export
236	AT	BY	Air	AT-BY	2022	2	 64 - FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES	0	92	Export
237	AT	BY	Air	AT-BY	2022	2	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	9	19576	Export
238	AT	BY	Air	AT-BY	2022	2	 70 - GLASS AND GLASSWARE	0	10	Export
239	AT	BY	Air	AT-BY	2022	2	 72 - IRON AND STEEL	43	267	Export
240	AT	BY	Air	AT-BY	2022	2	 73 - ARTICLES OF IRON OR STEEL	140	15403	Export
241	AT	BY	Air	AT-BY	2022	2	 74 - COPPER AND ARTICLES THEREOF	2	467	Export
242	AT	BY	Air	AT-BY	2022	2	 76 - ALUMINIUM AND ARTICLES THEREOF	11	1312	Export
243	AT	BY	Air	AT-BY	2022	2	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	28	7187	Export
244	AT	BY	Air	AT-BY	2022	2	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	0	300	Export
245	AT	BY	Air	AT-BY	2022	2	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	233	64429	Export
246	AT	BY	Air	AT-BY	2022	2	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	348	12925	Export
247	AT	BY	Air	AT-BY	2022	2	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	23097	1701113	Export
248	AT	BY	Air	AT-BY	2022	2	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	153	55054	Export
249	AT	BY	Air	AT-BY	2022	2	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	96	876	Export
250	AT	BY	Air	BY-AT	2018	1	17 - SUGARS AND SUGAR CONFECTIONERY	2	34	Import
251	AT	BY	Air	BY-AT	2018	1	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	0	648	Import
252	AT	BY	Air	BY-AT	2018	1	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	20	861	Import
253	AT	BY	Air	BY-AT	2018	1	 13 - LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS	0	1200	Import
254	AT	BY	Air	BY-AT	2018	1	 30 - PHARMACEUTICAL PRODUCTS	63	7512	Import
255	AT	BY	Air	BY-AT	2018	1	 34 - SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER	3	44	Import
256	AT	BY	Air	BY-AT	2018	1	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	36	1995	Import
257	AT	BY	Air	BY-AT	2018	1	 39 - PLASTICS AND ARTICLES THEREOF	72	1925	Import
258	AT	BY	Air	BY-AT	2018	1	 40 - RUBBER AND ARTICLES THEREOF	4	235	Import
259	AT	BY	Air	BY-AT	2018	1	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	98	10178	Import
260	AT	BY	Air	BY-AT	2018	1	 60 - KNITTED OR CROCHETED FABRICS	73	5971	Import
261	AT	BY	Air	BY-AT	2018	1	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	4	2186	Import
262	AT	BY	Air	BY-AT	2018	1	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	0	307	Import
263	AT	BY	Air	BY-AT	2018	1	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	0	35	Import
264	AT	BY	Air	BY-AT	2018	1	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	3	4682	Import
265	AT	BY	Air	BY-AT	2018	1	 70 - GLASS AND GLASSWARE	0	139	Import
266	AT	BY	Air	BY-AT	2018	1	 71 - NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN	1731	231029	Import
267	AT	BY	Air	BY-AT	2018	1	 72 - IRON AND STEEL	12	203	Import
268	AT	BY	Air	BY-AT	2018	1	 73 - ARTICLES OF IRON OR STEEL	55	1490	Import
269	AT	BY	Air	BY-AT	2018	1	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	4	75	Import
270	AT	BY	Air	BY-AT	2018	1	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	2171	136765	Import
271	AT	BY	Air	BY-AT	2018	1	 86 - RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS	220	170	Import
272	AT	BY	Air	BY-AT	2018	1	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	1	72	Import
273	AT	BY	Air	BY-AT	2018	1	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	1979	787160	Import
274	AT	BY	Air	BY-AT	2018	1	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	0	131	Import
275	AT	BY	Air	BY-AT	2018	1	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	13	165	Import
276	AT	BY	Air	BY-AT	2018	1	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	2	39	Import
277	AT	BY	Air	BY-AT	2018	1	 97 - WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES	0	19333	Import
278	AT	BY	Air	BY-AT	2019	1	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	0	445	Import
279	AT	BY	Air	BY-AT	2019	1	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	39	12803	Import
280	AT	BY	Air	BY-AT	2019	1	 13 - LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS	0	2832	Import
281	AT	BY	Air	BY-AT	2019	1	 22 - BEVERAGES, SPIRITS AND VINEGAR	4	1	Import
282	AT	BY	Air	BY-AT	2019	1	 39 - PLASTICS AND ARTICLES THEREOF	44	4941	Import
283	AT	BY	Air	BY-AT	2019	1	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	0	13	Import
284	AT	BY	Air	BY-AT	2019	1	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	11	4338	Import
285	AT	BY	Air	BY-AT	2019	1	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	2	1572	Import
286	AT	BY	Air	BY-AT	2019	1	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	0	29	Import
287	AT	BY	Air	BY-AT	2019	1	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	2	2789	Import
288	AT	BY	Air	BY-AT	2019	1	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	3	1410	Import
289	AT	BY	Air	BY-AT	2019	1	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	94	34563	Import
290	AT	BY	Air	BY-AT	2019	1	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	0	140	Import
291	AT	BY	Air	BY-AT	2019	1	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	1534	586496	Import
292	AT	BY	Air	BY-AT	2019	1	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	1	326	Import
293	AT	BY	Air	BY-AT	2019	1	 95 - TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF	1	72	Import
294	AT	BY	Air	BY-AT	2019	1	 97 - WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES	409	8093	Import
295	AT	BY	Air	BY-AT	2020	1	1 - LIVE ANIMALS	10	2620	Import
296	AT	BY	Air	BY-AT	2020	1	25 - SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT	12	564	Import
297	AT	BY	Air	BY-AT	2020	1	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	22	3007	Import
298	AT	BY	Air	BY-AT	2020	1	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	14	12327	Import
299	AT	BY	Air	BY-AT	2020	1	 21 - MISCELLANEOUS EDIBLE PREPARATIONS	3	39	Import
300	AT	BY	Air	BY-AT	2020	1	 22 - BEVERAGES, SPIRITS AND VINEGAR	61	875	Import
301	AT	BY	Air	BY-AT	2020	1	 29 - ORGANIC CHEMICALS	0	76	Import
302	AT	BY	Air	BY-AT	2020	1	 30 - PHARMACEUTICAL PRODUCTS	0	73	Import
303	AT	BY	Air	BY-AT	2020	1	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	20	171	Import
304	AT	BY	Air	BY-AT	2020	1	 39 - PLASTICS AND ARTICLES THEREOF	24	5811	Import
305	AT	BY	Air	BY-AT	2020	1	 40 - RUBBER AND ARTICLES THEREOF	0	5	Import
306	AT	BY	Air	BY-AT	2020	1	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	1	31	Import
307	AT	BY	Air	BY-AT	2020	1	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	54	568	Import
308	AT	BY	Air	BY-AT	2020	1	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	47	8878	Import
309	AT	BY	Air	BY-AT	2020	1	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	32	961	Import
310	AT	BY	Air	BY-AT	2020	1	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	27	178	Import
311	AT	BY	Air	BY-AT	2020	1	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	4	3420	Import
312	AT	BY	Air	BY-AT	2020	1	 71 - NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN	0	603	Import
313	AT	BY	Air	BY-AT	2020	1	 73 - ARTICLES OF IRON OR STEEL	9	231	Import
314	AT	BY	Air	BY-AT	2020	1	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	24	5906	Import
315	AT	BY	Air	BY-AT	2020	1	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	4	138	Import
316	AT	BY	Air	BY-AT	2020	1	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	160	33246	Import
317	AT	BY	Air	BY-AT	2020	1	 86 - RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS	751	1368	Import
318	AT	BY	Air	BY-AT	2020	1	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	47	4173	Import
319	AT	BY	Air	BY-AT	2020	1	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	5274	1719474	Import
